ID,Nombre,Apellido,Fecha de Nacimiento,Género,Dirección,Teléfono,Correo Electrónico,Puesto,Departamento,Fecha de Contratación,Tipo de Contrato,Turno de Trabajo,Supervisor,Estado de Empleo
1586,Jenna,Waters,1961-06-03,Masculino,"78122 Richard Flat
West Amberchester, CA 07041",+1-783-386-4758,jbishop@example.org,Press sub,Producción,2022-04-13,Permanente,Diurno,Anthony Smith,En licencia
1587,Megan,Lyons,1974-02-10,Masculino,"4262 Jones Mount Suite 860
Reyesfurt, AK 22887",284.727.0954,spencer25@example.org,Secondary school teacher,Calidad,2016-07-11,Permanente,Nocturno,Robert Harris,En licencia
1588,Curtis,Acevedo,1974-03-22,Femenino,"140 Taylor Shore
Longside, MH 22577",(320)314-0379x39989,garzanicholas@example.net,"Teacher, English as a foreign language",Logística,2018-07-12,Temporal,Nocturno,Janet Lamb,Retirado
1589,Sarah,Watts,2003-11-04,Femenino,"70638 Chase Ramp Apt. 347
Thomasville, VA 85553",4355302777,jacquelinewolf@example.net,"Teacher, adult education",Producción,2020-12-25,Temporal,Diurno,Lisa Martin,Activo
1590,Deborah,Stark,1971-05-25,Femenino,"Unit 6154 Box 2770
DPO AP 22892",964.259.9053x385,hallsteven@example.org,Haematologist,Administración,2022-10-04,Temporal,Rotativo,Joseph Coleman,En licencia
1591,Dawn,King,1988-10-10,Femenino,"2830 Matthews Divide Suite 518
East Judy, NJ 67407",211.619.0903,bakerryan@example.org,"Engineer, control and instrumentation",Mantenimiento,2018-10-23,Permanente,Nocturno,Dr. Nicole Faulkner DDS,En licencia
1592,Mary,Rodriguez,1960-04-10,Masculino,"72113 Mcguire Walk
New Larrybury, ME 67538",+1-343-936-9398,ronaldruiz@example.org,Chiropractor,Producción,2019-07-05,A tiempo parcial,Nocturno,Jonathan Richardson,Activo
1593,Marie,Gonzalez,2000-11-28,Femenino,"730 Farrell Wall Apt. 283
Clayburgh, TN 44959",(418)261-1327x565,teresacook@example.net,"Designer, fashion/clothing",Logística,2020-08-10,Permanente,Rotativo,Amber Snyder,Activo
1594,David,Elliott,1980-10-12,Masculino,"4383 Paul Walk
Williamsmouth, GU 42240",956-585-7142x55744,carterjeffrey@example.net,"Teacher, special educational needs",Logística,2023-02-10,Permanente,Rotativo,James King,Retirado
1595,Amy,Palmer,1969-08-13,Femenino,"07390 Miles Street
Matthewton, DE 53723",001-673-354-4777x514,charlotte23@example.net,Technical author,Mantenimiento,2021-07-05,Temporal,Nocturno,Marcus Gonzalez,Retirado
1596,Megan,Moore,1983-08-16,Femenino,"599 Anthony Track Apt. 532
Lake Barbarashire, MA 54190",001-340-448-4201x722,ryan88@example.net,Emergency planning/management officer,Administración,2019-05-09,Permanente,Rotativo,Christina Scott,Activo
1597,Melvin,Moreno,1978-07-02,Masculino,"738 Foster Tunnel Apt. 131
Stevensview, OH 87669",904-521-2239x662,twilliams@example.com,Acupuncturist,Administración,2019-08-17,Permanente,Diurno,Sarah Mendoza,Activo
1598,Caleb,Santana,1981-05-01,Femenino,"056 Hernandez Valley Apt. 435
East Danaton, SC 94799",890-210-3406x99910,nicholas14@example.org,"Buyer, industrial",Administración,2015-06-21,Temporal,Diurno,Sherry Mullins,Retirado
1599,Heather,Best,1959-03-08,Masculino,"201 Ball Court
South Lisa, IN 19960",848.352.6539,triciarodriguez@example.net,Product/process development scientist,Logística,2023-02-18,Permanente,Diurno,Joseph Cook,Retirado
1600,Anna,Fisher,1993-04-28,Femenino,"05141 Wilkerson Mountain
Ramirezstad, MA 19391",+1-335-583-2834,walkerandrea@example.org,"Teacher, adult education",Calidad,2019-06-21,Permanente,Diurno,Brenda Hamilton,Retirado
1601,Adam,Curtis,2002-09-21,Femenino,"009 Matthew Wall Suite 163
Adkinsville, DE 68567",001-809-415-0452x3162,gwilliams@example.net,Management consultant,Producción,2014-07-04,A tiempo parcial,Diurno,Eric Green,Activo
1602,Tyler,Hansen,1963-04-07,Masculino,"3984 Jennifer Island Apt. 874
Bowerstown, MS 60505",234.809.3329x5035,staylor@example.com,Control and instrumentation engineer,Mantenimiento,2017-09-24,A tiempo parcial,Nocturno,Christie Hester,Activo
1603,Paul,Fox,1987-11-12,Femenino,"397 Monica Brook
Gaybury, WI 86860",901-222-8036x757,ehuber@example.org,Web designer,Producción,2021-05-18,Temporal,Rotativo,Robin Page,En licencia
1604,Gail,Peterson,1963-09-15,Femenino,"39633 Allen Row Suite 789
Cookburgh, IN 51923",001-372-333-8017,olsonfrederick@example.com,"Civil engineer, consulting",Administración,2022-01-04,Temporal,Rotativo,Joseph Evans,En licencia
1605,Tammy,Green,1973-04-15,Femenino,"1091 Watkins Falls Suite 500
Jessicaborough, AZ 39386",(480)758-5164x456,pamela43@example.net,Health promotion specialist,Producción,2024-05-05,Permanente,Diurno,Jennifer Miles,Retirado
1606,Edward,Cain,1974-01-22,Femenino,"797 Stein Street Apt. 884
Fowlermouth, AR 76855",(874)795-5593x88748,pageamanda@example.org,Retail buyer,Producción,2022-03-17,A tiempo parcial,Rotativo,Briana Savage,Retirado
1607,Billy,Stanton,1981-04-28,Masculino,"537 Flores Bridge Apt. 751
Lewisborough, AK 37605",+1-875-668-5971x355,john31@example.org,Chief Financial Officer,Calidad,2021-12-19,A tiempo parcial,Diurno,Sarah Cooper,En licencia
1608,Lindsey,Hall,1989-07-07,Masculino,"Unit 3320 Box 5090
DPO AP 89954",963.889.5743,tony55@example.com,"Scientist, water quality",Logística,2023-07-24,A tiempo parcial,Diurno,Amber Austin,Activo
1609,Amanda,Gardner,1995-09-17,Masculino,"306 Jordan Hollow Suite 896
Mccarthyborough, NJ 11844",486-245-3066,daniellecabrera@example.org,Quarry manager,Administración,2014-11-14,Temporal,Nocturno,Heather Garner,En licencia
1610,Joan,Farmer,1995-08-18,Masculino,"125 Chavez Place Suite 897
East Hannah, FL 85758",845-355-0503x373,lyoung@example.com,Corporate treasurer,Logística,2015-03-09,A tiempo parcial,Diurno,Suzanne Wood,En licencia
1611,Eric,Walton,1963-03-07,Femenino,"357 Edward Wall
Dylanbury, MD 64565",+1-966-445-9263x3653,baileydiana@example.net,Financial manager,Mantenimiento,2021-07-22,Permanente,Nocturno,Benjamin Alexander,Activo
1612,Jason,Thornton,1970-03-28,Masculino,"3783 Glenn Union
Larryton, MH 99616",524-693-3241x42158,lynchdawn@example.org,Insurance underwriter,Administración,2024-03-11,A tiempo parcial,Nocturno,Alexa Martinez,Retirado
1613,Traci,Robinson,1960-11-28,Femenino,"3309 Simpson Well Suite 400
Mclaughlinmouth, SC 15022",484-585-7540,heather24@example.net,"Civil engineer, contracting",Producción,2019-07-05,A tiempo parcial,Nocturno,Laura Dillon,En licencia
1614,Gabriel,Blankenship,1979-02-28,Masculino,"058 Adams Islands Suite 934
Kelleyland, GU 07844",(298)494-8829x5555,dylangraham@example.net,Osteopath,Mantenimiento,2021-06-09,Temporal,Diurno,Annette Archer,Activo
1615,Jonathan,Mooney,1999-05-08,Masculino,"2481 Michael Spur Apt. 809
Savannahside, CT 73641",367.381.3353x595,ohunter@example.net,Trading standards officer,Calidad,2022-07-14,Permanente,Diurno,Roberto Gardner,Activo
1616,Jose,Cunningham,1972-05-12,Femenino,"222 Robinson Road
South Andrewchester, VT 69543",426.383.2201x739,christophertravis@example.com,Lobbyist,Logística,2021-03-09,A tiempo parcial,Nocturno,Cynthia Santos,Activo
1617,Kathleen,Barnes,1978-04-04,Masculino,"627 Travis Trace Suite 038
Wrightchester, MA 17597",8983651585,tgreene@example.com,Art gallery manager,Mantenimiento,2024-03-05,Permanente,Diurno,Brian Rivers,En licencia
1618,Beverly,Foley,1985-09-13,Masculino,"657 Michael Locks
Fischerchester, IA 71371",+1-650-530-5187,bjenkins@example.org,"Librarian, academic",Logística,2023-01-23,A tiempo parcial,Diurno,Nathan Terry,Activo
1619,Laura,Anderson,1974-06-29,Masculino,"587 Woods Lakes Suite 705
Lake Victoria, NM 39980",274-837-3195x950,laceymartin@example.org,Armed forces logistics/support/administrative officer,Logística,2018-08-20,Temporal,Diurno,Jonathan Ruiz,Activo
1620,Breanna,Fitzgerald,1985-04-02,Masculino,"48133 Arnold Orchard
Fieldsfort, IN 19156",7386996884,ghuang@example.net,Dispensing optician,Mantenimiento,2020-08-29,Temporal,Rotativo,Carrie Lynn,Activo
1621,Richard,Wise,1974-12-14,Femenino,"9858 Emily Flat
North Sierraton, NV 84281",752-476-5753,mark89@example.net,Lawyer,Calidad,2022-12-29,Temporal,Rotativo,John Sparks,Activo
1622,Jesse,Tucker,1975-01-11,Femenino,"543 Adam Meadow
East Alexander, ID 99084",(679)522-9726x6812,adamsnicholas@example.com,Transport planner,Administración,2024-01-26,A tiempo parcial,Rotativo,Kimberly Bryan,En licencia
1623,Michael,Hogan,1973-09-21,Femenino,"2923 Willis Greens Suite 506
Hunterhaven, VI 26439",988-549-4558x749,kbeck@example.net,Ecologist,Producción,2015-02-04,Temporal,Diurno,James Thomas,Retirado
1624,Erica,Wade,1961-02-14,Femenino,"83331 Wendy Glen
West Michael, PR 95008",560.851.6848x04213,youngtiffany@example.org,"Education officer, museum",Mantenimiento,2023-10-24,Permanente,Nocturno,Shane Kelly,Retirado
1625,Kimberly,Roy,1974-06-09,Masculino,"436 Richard Radial
Mackburgh, PA 72078",3104768757,ricardo37@example.org,"Scientist, research (maths)",Administración,2017-11-23,Permanente,Diurno,Barbara Patel,Activo
1626,Cameron,Jones,1989-11-15,Femenino,"168 Brown Flat Suite 766
Jamesfurt, AS 63893",(306)287-6876,wendy65@example.net,Museum/gallery conservator,Administración,2014-11-30,A tiempo parcial,Nocturno,Ellen Smith,En licencia
1627,Amy,Myers,1968-06-12,Masculino,"631 Norris Roads Suite 048
Williamshaven, MD 90698",001-354-725-2884x9256,taylorcox@example.org,Artist,Logística,2024-02-12,Permanente,Diurno,Raymond Burton,Activo
1628,Laura,Buchanan,1975-04-09,Femenino,"14132 Payne Gateway
Dixonburgh, WA 15670",(407)997-4902,qpayne@example.com,Science writer,Calidad,2017-03-16,A tiempo parcial,Nocturno,Christopher Morris,Activo
1629,Christian,Aguilar,1964-10-12,Masculino,"922 Wilson Spring Apt. 889
Michaelton, TN 27181",001-928-251-7485x09331,wendyjohnson@example.org,Chartered accountant,Mantenimiento,2017-09-06,Temporal,Nocturno,Jeremiah Avery,En licencia
1630,Rita,Manning,1982-07-24,Masculino,"35429 Thomas Pass
Yorkview, CT 82966",864.792.5179x2045,bassbrian@example.net,"Engineer, automotive",Calidad,2014-10-28,A tiempo parcial,Nocturno,Derrick Hartman,En licencia
1631,Raymond,Fernandez,1997-08-29,Masculino,"8590 Timothy Rapids
New Mary, PW 42203",(548)714-8161x50415,louis14@example.com,"Teacher, music",Producción,2019-09-13,Temporal,Diurno,Joshua Shields,En licencia
1632,Angelica,Tucker,1976-07-16,Masculino,"3518 Tyrone Keys
Michaelburgh, DC 82349",(818)762-6285x809,jennifer82@example.com,Theatre manager,Calidad,2021-05-04,A tiempo parcial,Rotativo,Tracy Howard,Activo
1633,Angela,Weeks,1972-09-14,Masculino,"68804 Robert Estate
Lake Jamesmouth, KY 32608",626-267-6072,jenniferwood@example.net,Minerals surveyor,Administración,2023-08-20,A tiempo parcial,Diurno,Logan Rice,En licencia
1634,Jose,Pacheco,2001-08-01,Masculino,"325 Anthony Divide Apt. 654
Port Zacharyland, UT 75927",632.565.3653,tayloranthony@example.com,Occupational hygienist,Administración,2016-10-22,Permanente,Diurno,Debra Vaughan,Retirado
1635,Jasmine,Richards,1965-09-28,Femenino,"5903 Christine Stream Apt. 983
Ryanland, MS 05539",(901)865-0763,gonzalezjorge@example.com,Tourist information centre manager,Administración,2017-10-06,A tiempo parcial,Nocturno,Taylor Munoz,En licencia
1636,Monique,Wright,1990-08-10,Femenino,"81725 Rodriguez Burg
Port Sethland, GA 68723",(643)664-2483x6788,teresabowman@example.org,"Scientist, research (medical)",Producción,2018-02-06,A tiempo parcial,Rotativo,Cameron Moore,Activo
1637,John,Davis,1968-08-19,Masculino,"10721 Karen Groves Suite 947
Robertbury, VI 55576",+1-658-422-3424x032,efernandez@example.net,Retail buyer,Calidad,2020-04-25,A tiempo parcial,Diurno,Wendy Willis,En licencia
1638,Ryan,Castillo,1981-11-10,Masculino,"84935 Sanchez Wells Apt. 281
Mistyshire, DE 99328",001-510-782-8190x78765,john30@example.org,Financial adviser,Producción,2014-09-30,A tiempo parcial,Rotativo,James Patel,En licencia
1639,Deborah,Huffman,1976-05-28,Femenino,"752 John Greens Apt. 433
North Christopher, NC 88976",(453)904-0184,mcfarlandalan@example.net,Insurance broker,Administración,2015-01-13,A tiempo parcial,Rotativo,Michael Hart,Activo
1640,Michael,Walker,1971-08-05,Femenino,"9208 Wilson Rest
Hollandmouth, MI 59803",(735)946-6136x593,clementsemily@example.net,Air broker,Logística,2023-07-12,Temporal,Rotativo,Kirsten Johnson,En licencia
1641,Jasmine,Walker,1989-10-21,Masculino,"153 Lindsay Radial
East Thomasmouth, ND 09873",337-888-5819x551,kevinlucas@example.com,"Accountant, chartered certified",Logística,2022-10-24,A tiempo parcial,Rotativo,Laura Chavez,Activo
1642,Olivia,Patel,1974-05-31,Masculino,"3571 Nguyen Junctions Suite 326
Sarahton, NE 91252",(905)903-5254x3523,samanthasmith@example.net,Haematologist,Calidad,2019-05-20,A tiempo parcial,Nocturno,Stephanie Hester,En licencia
1643,Alicia,King,1979-09-15,Femenino,"23800 Rios Pike Apt. 779
Lake Michaelburgh, PA 97278",392-403-1762x79163,julieevans@example.net,Bonds trader,Producción,2017-01-26,A tiempo parcial,Rotativo,Andrew Bennett,Retirado
1644,Brian,Rush,1972-01-06,Masculino,"620 Beth Squares
Fryeside, NJ 66121",001-402-339-5769x80780,laura21@example.net,Fish farm manager,Calidad,2022-06-11,A tiempo parcial,Nocturno,Judith Patel,En licencia
1645,Christopher,Campbell,1963-07-13,Femenino,"3621 John Road Suite 195
Gouldburgh, WV 65417",994.942.6211x905,ramosmichael@example.org,Web designer,Calidad,2017-01-25,Temporal,Nocturno,Kelly Williams,En licencia
1646,Patricia,Robinson,1991-02-20,Masculino,"0758 Lorraine Crossroad
Michaelhaven, PA 91790",+1-289-558-4202x7863,ronnieestrada@example.net,Water engineer,Logística,2019-09-05,A tiempo parcial,Rotativo,Tanya Hunter,Retirado
1647,Paul,Reed,1996-12-06,Femenino,"247 Lynch Shoal
Mathisberg, IL 06749",715-600-4013x8073,ashleyhughes@example.org,Financial risk analyst,Logística,2015-12-05,Permanente,Rotativo,Melanie Pierce,Retirado
1648,James,White,1988-10-22,Masculino,"421 Sanders Union Suite 662
North Danatown, KY 91676",+1-920-205-9920,andreferguson@example.org,Medical physicist,Logística,2023-06-15,A tiempo parcial,Rotativo,Dawn Johnson,Activo
1649,Amanda,Ortiz,1983-02-23,Masculino,"2691 Miller Square Suite 707
Sandyberg, NY 86144",574-660-5169,lee21@example.org,"Designer, textile",Administración,2018-12-12,Temporal,Diurno,Donna Lambert,Retirado
1650,Jackie,Figueroa,1965-04-29,Masculino,"Unit 3432 Box 7410
DPO AP 51654",370.736.2810x87057,brooke95@example.org,"Geneticist, molecular",Mantenimiento,2023-12-19,A tiempo parcial,Nocturno,Jodi Butler,Retirado
1651,Erika,Gray,2002-10-03,Masculino,"Unit 3339 Box 2036
DPO AE 38300",+1-936-922-5681x42752,cortezstephen@example.net,Diplomatic Services operational officer,Calidad,2024-06-02,A tiempo parcial,Diurno,Jeffrey Atkinson,Activo
1652,Jeffrey,Johnson,1968-07-29,Masculino,"338 Kaiser Course
New Brian, ID 91684",(560)608-7815,marc47@example.com,"Engineer, communications",Administración,2016-07-15,Permanente,Nocturno,Christopher Reilly,Retirado
1653,Nicole,Weaver,2005-09-03,Femenino,"3702 William Hills Apt. 652
Josephside, IN 10125",569-752-5942x1361,karenmiller@example.org,Environmental health practitioner,Mantenimiento,2014-11-11,Permanente,Nocturno,Danielle Garcia,Retirado
1654,Alexander,Crawford,1962-10-20,Femenino,"51639 Hall Point
East Joshuaport, GU 10109",001-424-859-7565x1087,yhenson@example.com,Research scientist (physical sciences),Logística,2023-07-13,Permanente,Diurno,Charles Ramirez,En licencia
1655,Matthew,Jackson,2000-10-23,Masculino,"7165 Bridget Cliffs Suite 050
East Rachel, NM 83374",628.596.3426x9122,jacqueline67@example.com,Freight forwarder,Mantenimiento,2014-07-16,Temporal,Nocturno,Gregory Grant,En licencia
1656,Barry,Dennis,1978-06-14,Femenino,"2253 Steven Trace Apt. 370
Charlesburgh, VT 69663",304-981-7759x099,duranscott@example.com,Therapeutic radiographer,Producción,2015-09-05,Permanente,Diurno,Lindsay Leon,En licencia
1657,Kelly,Frye,1983-04-06,Femenino,"USNS Lopez
FPO AP 21898",366-444-5814x9662,qwilliams@example.com,"Scientist, water quality",Mantenimiento,2023-05-02,Permanente,Rotativo,Janet Bauer,Activo
1658,Abigail,Mullins,1960-11-14,Femenino,"347 Johnny Cove
Scottville, MT 18250",001-941-440-5372x60983,alexandradavis@example.net,"Designer, furniture",Producción,2018-04-17,A tiempo parcial,Diurno,Joseph Manning,Retirado
1659,Matthew,Norris,1997-02-23,Femenino,"3273 Mitchell Alley Apt. 438
North Nicoleport, MH 14572",(242)585-6801x61155,tgreen@example.org,Government social research officer,Mantenimiento,2020-08-12,Permanente,Rotativo,Mrs. Lori Anderson,Retirado
1660,Samantha,Roth,1984-10-14,Masculino,"960 Bishop Extensions
Frostport, LA 88300",(687)754-8333x578,benjamin61@example.com,English as a foreign language teacher,Administración,2017-07-22,Temporal,Rotativo,Reginald Kaiser,Retirado
1661,Jon,Newton,1966-12-28,Femenino,"7674 Eric Heights Suite 060
West Samantha, CT 73834",001-970-595-1779x9218,sarahfloyd@example.com,Jewellery designer,Logística,2017-05-05,Temporal,Rotativo,Justin Garcia,Activo
1662,Linda,Clarke,1969-11-16,Femenino,"23099 Wall Mountains
West Sheri, IA 60834",(340)625-9933,qmeyers@example.org,Database administrator,Administración,2022-11-17,A tiempo parcial,Diurno,William Hernandez,Activo
1663,Timothy,Stephens,1971-03-07,Femenino,"PSC 7340, Box 0474
APO AE 06519",(494)663-5216,fharris@example.net,Osteopath,Producción,2024-04-04,Permanente,Diurno,Christopher Bell,Retirado
1664,Regina,Henry,1975-07-28,Femenino,"PSC 0456, Box 8988
APO AP 13033",+1-933-893-7679x3215,pgonzalez@example.net,Social researcher,Logística,2015-01-01,A tiempo parcial,Nocturno,Kimberly Parker,Retirado
1665,Theresa,Thomas,1996-01-19,Masculino,"782 Veronica Trace
Christyland, OH 02047",001-251-386-3774,berglisa@example.com,Toxicologist,Administración,2022-08-30,A tiempo parcial,Nocturno,Megan Farrell,Activo
1666,John,Vance,1989-07-18,Masculino,"043 Laura Avenue Apt. 265
Scottfurt, AS 19864",3566597313,ohicks@example.com,Ecologist,Logística,2021-07-30,Temporal,Nocturno,Wendy Marshall,Activo
1667,Austin,Roth,1986-09-21,Masculino,"9627 Gerald Estates
Ericaview, MI 30318",706.565.8601,thomasjeffrey@example.com,Veterinary surgeon,Producción,2022-08-19,A tiempo parcial,Nocturno,William Hickman,Activo
1668,Andrew,Williams,2001-02-19,Femenino,"0278 Diane Bridge Apt. 131
Lake Christopher, GA 71006",(920)532-2791x113,mrivera@example.net,Sub,Administración,2022-05-17,Temporal,Diurno,Phillip Proctor,Activo
1669,Stuart,Randolph,1981-08-07,Masculino,"43738 Lawson Haven Suite 103
Briggsbury, CT 29265",(514)629-6093x46336,jlyons@example.net,"Teacher, music",Logística,2023-01-21,A tiempo parcial,Rotativo,Ricardo Mcintyre,Activo
1670,Jeffrey,Mora,1971-03-11,Masculino,"718 Doyle Run
East Samantha, HI 06294",666-504-9313x2658,justin61@example.net,Occupational therapist,Logística,2023-10-07,Permanente,Nocturno,Elizabeth Collins,Retirado
1671,Jennifer,Jones,1958-08-23,Femenino,"07582 Sherry Squares
Cisneroschester, AZ 50112",7726204319,fmorales@example.org,Legal executive,Logística,2022-06-14,Permanente,Rotativo,Erika Oconnor,En licencia
1672,Todd,Green,1973-02-05,Femenino,"935 Anderson Mountain
Ballmouth, SD 97254",694-982-0777,angelabenton@example.net,Lobbyist,Producción,2022-10-28,A tiempo parcial,Rotativo,Casey Long,Retirado
1673,Martin,Phillips,1972-12-23,Masculino,"350 Brittany Stream
Collinsstad, MA 07283",6819768089,brownmelissa@example.net,Warehouse manager,Producción,2019-03-23,Temporal,Diurno,Michelle Fletcher,En licencia
1674,Scott,Arnold,2001-09-26,Femenino,"75759 Dawson Crossroad
Baileyside, MA 48318",263.407.1044x374,deniseward@example.org,Art therapist,Producción,2019-11-04,Temporal,Nocturno,Theresa Taylor,Activo
